City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
343,Nome,US,64.5,-165.41,14.0,85,1,5.82,clear sky
344,Celestun,MX,20.87,-90.4,76.1,79,20,14.74,few clouds
345,Pittsburg,US,38.03,-121.88,62.6,42,1,3.36,clear sky
346,Voiron,FR,45.36,5.59,53.01,80,75,3.22,broken clouds
347,Repalle,IN,16.02,80.85,82.4,74,20,4.7,haze
348,Ilulissat,GL,69.22,-51.1,19.4,73,100,9.17,overcast clouds
349,Varhaug,NO,58.61,5.65,54.0,99,100,11.99,light rain
350,Nampula,MZ,-15.12,39.27,71.6,94,75,2.39,broken clouds
351,Bismarck,US,46.81,-100.78,39.2,60,1,4.7,clear sky
352,Van,TR,38.49,43.38,55.4,30,40,10.29,scattered clouds
353,Luderitz,NA,-26.65,15.16,58.5,81,100,0.4,overcast clouds
354,Cururupu,BR,-1.83,-44.87,74.43,93,8,2.53,clear sky
355,San Patricio,US,28.02,-97.52,66.2,68,1,8.05,clear sky
356,Fez,MA,34.04,-5.0,50.0,61,0,5.82,clear sky
357,Den Helder,NL,52.96,4.76,64.99,87,90,33.33,overcast clouds
358,Jiuquan,CN,39.74,98.52,49.59,41,0,6.85,clear sky
359,Bialogard,PL,54.01,15.99,55.0,10,100,14.27,light rain
360,Lata,PT,40.16,-8.33,64.0,93,84,1.14,broken clouds
361,Norman Wells,CA,65.28,-126.83,1.4,84,75,2.24,light snow
362,Mega,ET,4.05,38.3,58.77,99,41,8.46,scattered clouds
363,Rypin,PL,53.07,19.41,48.99,97,87,1.99,overcast clouds
364,Veraval,IN,20.9,70.37,84.11,37,0,13.06,clear sky
365,Atar,MR,20.52,-13.05,78.55,20,100,9.04,overcast clouds
366,Penzance,GB,50.12,-5.54,57.2,100,82,33.33,broken clouds
367,Chau Doc,VN,10.7,105.12,86.32,64,100,4.72,overcast clouds
368,Onalaska,US,43.88,-91.24,28.4,54,1,4.7,clear sky
369,Kamenka,RU,51.32,42.77,41.09,79,87,9.62,light rain
370,Temerloh,MY,3.45,102.42,90.45,57,93,2.48,overcast clouds
371,Mount Isa,AU,-20.73,139.5,98.6,7,0,10.29,clear sky
372,Saint George,US,37.1,-113.58,60.8,15,1,3.38,clear sky
373,Makakilo City,US,21.35,-158.09,82.4,65,75,5.82,light rain
374,Luang Prabang,LA,19.89,102.13,77.0,83,90,2.24,mist
375,Yumen,CN,40.28,97.2,49.12,42,0,4.97,clear sky
376,Reconquista,AR,-29.15,-59.65,57.15,77,0,5.68,clear sky
377,Port Shepstone,ZA,-30.74,30.45,64.83,90,100,12.44,light rain
378,Lazarev,RU,52.23,141.51,42.4,73,100,15.57,overcast clouds
379,Pevek,RU,69.7,170.31,14.23,97,100,9.01,overcast clouds
380,Vilcun,CL,-38.65,-72.23,50.0,100,90,9.17,overcast clouds
381,Srednekolymsk,RU,67.45,153.68,-4.77,91,45,7.96,scattered clouds
382,Bogande,BF,12.97,-0.14,76.01,24,0,8.16,clear sky
383,Yaring,TH,6.87,101.37,77.0,100,20,3.36,moderate rain
384,Damavand,IR,35.72,52.06,57.2,28,0,1.74,clear sky
385,Muroto,JP,33.28,134.15,66.2,93,75,3.36,broken clouds
386,Palm Valley,US,30.18,-81.39,66.0,1,4,14.67,clear sky
387,Kelvington,CA,52.17,-103.53,42.8,45,74,12.75,broken clouds
388,Wajir,KE,1.75,40.06,76.73,76,50,14.05,scattered clouds
389,Saposoa,PE,-6.93,-76.77,71.2,79,1,2.33,clear sky
390,Churapcha,RU,62.0,132.43,-6.86,87,34,2.26,scattered clouds
391,Marsa Matruh,EG,31.35,27.25,64.4,82,40,6.93,scattered clouds
392,Olafsvik,IS,64.89,-23.71,35.71,95,92,19.57,moderate rain
393,Kutum,SD,14.2,24.67,68.29,36,0,14.36,clear sky
394,Iwaki,JP,37.05,140.88,60.8,87,75,6.93,light rain
395,Goderich,CA,43.75,-81.72,33.8,80,100,31.09,overcast clouds
396,Tilichiki,RU,60.47,166.1,28.35,94,78,3.04,broken clouds
397,Gimli,CA,50.63,-96.99,35.6,64,87,14.99,overcast clouds
398,Lasa,IT,46.62,10.7,48.2,81,75,5.82,broken clouds
399,Manyana,BW,-23.4,21.72,69.15,59,16,11.54,few clouds
400,Masuguru,TZ,-11.37,38.42,75.42,72,1,4.18,clear sky
401,Chekhov,RU,55.14,37.47,43.0,10,100,8.61,overcast clouds
402,Novo Aripuana,BR,-5.12,-60.38,73.81,95,95,1.54,light rain
403,Miyazu,JP,35.53,135.18,57.2,100,75,4.7,light intensity shower rain
404,Kannur,IN,11.87,75.36,80.6,88,75,3.36,mist
405,Noshiro,JP,40.2,140.02,53.6,100,75,2.24,shower rain
406,Vila Velha,BR,-20.33,-40.29,68.0,82,90,11.41,overcast clouds
407,Tommot,RU,58.96,126.29,1.02,87,100,1.95,overcast clouds
408,Batsfjord,NO,70.63,29.72,42.8,81,75,3.36,broken clouds
409,Skjervoy,NO,70.03,20.97,46.76,78,100,25.61,overcast clouds
410,Yala,TH,6.33,101.25,77.0,100,20,3.36,light rain
411,Tezu,IN,27.92,96.17,77.59,66,78,2.66,broken clouds
412,Kastamonu,TR,41.5,33.67,41.22,76,98,1.48,overcast clouds
413,Sioux Lookout,CA,50.1,-91.92,28.4,58,90,10.29,overcast clouds
414,Mehamn,NO,71.04,27.85,41.0,80,0,31.09,clear sky
415,The Valley,AI,18.22,-63.06,82.4,78,75,11.41,haze
416,Saldanha,ZA,-33.01,17.94,59.0,72,0,2.24,clear sky
417,Talakan,RU,50.32,130.37,28.47,92,100,5.93,overcast clouds
418,Juneau,US,58.3,-134.42,30.2,92,90,8.05,mist
419,Cruzeiro Do Oeste,BR,-23.79,-53.07,63.79,66,33,8.34,scattered clouds
420,Pitimbu,BR,-7.47,-34.81,78.8,83,75,3.36,broken clouds
421,Sao Gabriel Da Cachoeira,BR,-0.13,-67.09,71.64,97,93,2.15,overcast clouds
422,Odweyne,SO,9.41,45.06,70.21,24,0,7.16,clear sky
423,Nelson Bay,AU,-32.72,152.15,71.6,53,49,18.34,scattered clouds
424,Seminole,US,28.71,-81.21,73.0,94,90,8.05,overcast clouds
425,Grand Baie,MU,-20.02,57.58,73.4,60,75,6.93,broken clouds
426,Xuanzhou,CN,30.95,118.76,68.9,56,68,2.26,broken clouds
427,High Rock,BS,26.62,-78.28,80.31,79,2,6.93,clear sky
428,Pokosnoye,RU,55.53,101.05,24.96,84,94,8.86,overcast clouds
429,Salinopolis,BR,-0.61,-47.36,78.91,84,62,8.9,broken clouds
430,Baiyin,CN,36.56,104.21,46.4,31,0,6.71,clear sky
431,Luganville,VU,-15.53,167.17,84.2,74,40,10.29,scattered clouds
432,Wukari,NG,7.85,9.78,73.45,85,93,3.18,overcast clouds
433,San Rafael,AR,-34.62,-68.33,67.48,26,38,4.41,scattered clouds
434,Victor Harbor,AU,-35.57,138.62,77.0,56,19,3.89,few clouds
435,Lakeside,US,30.13,-81.77,66.0,93,1,3.36,mist
436,Clyde River,CA,70.47,-68.59,8.6,84,90,14.99,overcast clouds
437,Yuci,CN,37.68,112.73,51.8,18,0,4.47,clear sky
438,Anadyr,RU,64.75,177.48,14.0,85,75,6.71,broken clouds
439,Acari,PE,-15.43,-74.62,64.58,73,74,2.93,broken clouds
440,Charters Towers,AU,-20.1,146.27,94.15,21,0,9.4,clear sky
441,Waipawa,NZ,-41.41,175.52,55.4,87,100,16.11,light rain
442,Noumea,NC,-22.28,166.46,88.0,48,20,10.29,few clouds
443,Sindor,RU,62.86,51.89,27.5,95,8,6.26,clear sky
444,Yermakovskoye,RU,53.28,92.4,35.6,81,88,3.15,overcast clouds
445,Derby,GB,52.92,-1.48,60.8,87,75,24.16,broken clouds
446,Panguna,PG,-6.32,155.48,79.59,76,33,0.72,light rain
447,Sohagpur,IN,22.7,78.2,77.2,32,1,4.43,clear sky
448,Fairbanks,US,64.84,-147.72,-0.99,76,1,2.53,clear sky
449,Zambezi,ZM,-13.54,23.1,60.94,46,21,0.81,few clouds
450,Sharlyk,RU,52.92,54.75,37.6,90,5,10.22,clear sky
451,Daru,PG,-9.08,143.21,84.99,73,81,12.39,broken clouds
452,Jhansi,IN,25.43,78.58,77.92,18,0,5.3,clear sky
453,Tazovskiy,RU,67.47,78.7,19.06,97,98,13.71,overcast clouds
454,Homer,US,59.64,-151.55,23.0,37,1,16.11,clear sky
455,Zyryanovsk,KZ,49.74,84.27,29.7,90,45,0.96,scattered clouds
456,Koscian,PL,52.09,16.65,55.0,89,100,1.01,moderate rain
457,Lerwick,GB,60.15,-1.15,50.0,81,40,31.09,scattered clouds
458,Mengcheng,CN,33.26,116.57,70.14,23,72,7.0,broken clouds
459,Lupiro,TZ,-8.38,36.67,73.92,79,61,5.32,broken clouds
460,Ugoofaaru,MV,5.67,73.0,82.87,70,43,7.23,scattered clouds
461,Sosva,RU,59.18,61.86,25.14,97,0,1.79,clear sky
462,Roswell,US,34.02,-84.36,52.0,29,1,16.11,clear sky
463,Vanavara,RU,60.34,102.28,22.84,96,100,10.56,light snow
464,Biak,ID,-0.91,122.88,84.78,65,100,7.02,light rain
465,Galveston,US,29.37,-94.97,66.99,55,1,13.87,clear sky
466,Porto Walter,BR,-8.27,-72.74,75.56,75,96,1.25,overcast clouds
467,Saint-Francois,FR,46.42,3.91,62.6,67,90,4.7,overcast clouds
468,Bayan,CN,46.08,127.4,37.0,44,49,16.11,scattered clouds
469,Voitsberg,AT,47.03,15.15,48.99,93,75,1.12,fog
470,Jagdalpur,IN,19.07,82.03,78.28,66,0,6.44,clear sky
471,Itoman,JP,26.12,127.67,82.4,69,75,13.87,broken clouds
472,Talcahuano,CL,-36.72,-73.12,53.6,87,87,5.82,overcast clouds
473,Arbazh,RU,57.68,48.31,28.0,97,14,3.78,few clouds
474,San Pedro,PH,14.35,121.02,88.0,66,75,5.82,broken clouds
475,Sing Buri,TH,14.85,100.23,84.99,67,41,8.01,scattered clouds
476,Lashio,MM,22.93,97.75,79.29,69,29,2.15,light rain
477,Mayor Pablo Lagerenza,PY,-19.93,-60.77,68.32,40,0,3.58,clear sky
478,Springfield,US,37.22,-93.3,39.0,69,1,4.21,clear sky
479,Souillac,MU,-20.52,57.52,73.4,60,75,6.93,broken clouds
480,Hakkari,TR,37.58,44.17,41.83,61,39,2.82,scattered clouds
481,Mildura,AU,-34.2,142.15,89.01,26,55,8.05,broken clouds
482,Shiraz,IR,29.6,52.54,44.6,42,0,1.86,clear sky
483,Anloga,GH,5.79,0.9,79.45,86,78,9.44,broken clouds
484,Coihaique,CL,-45.58,-72.07,51.8,57,0,2.24,clear sky
485,Tual,ID,-5.67,132.75,83.44,74,83,12.48,broken clouds
486,Bambous Virieux,MU,-20.34,57.76,73.4,60,75,6.93,broken clouds
487,Prince Rupert,CA,54.32,-130.32,48.2,81,90,23.04,light rain
488,Muskogee,US,35.58,-95.33,39.2,69,1,3.31,clear sky
489,Fernandopolis,BR,-20.28,-50.25,65.1,63,16,12.66,few clouds
490,Morococha,PE,-11.6,-76.14,35.74,82,70,2.53,broken clouds
491,Bozoum,CF,6.32,16.38,69.64,90,100,1.34,overcast clouds
492,Mahibadhoo,MV,3.78,72.97,82.83,71,18,6.67,few clouds
493,Talnakh,RU,69.49,88.4,19.4,92,75,4.47,broken clouds
494,Buta,CD,2.79,24.73,69.42,98,100,0.6,overcast clouds
495,Ise,JP,34.48,136.7,62.01,89,92,1.01,light rain
496,Cam Ranh,VN,11.92,109.16,87.8,62,40,18.34,scattered clouds
497,Kaduna,NG,10.52,7.44,69.93,35,100,6.87,overcast clouds
498,Copiapo,CL,-27.37,-70.33,55.4,82,0,4.7,clear sky
499,Pasni,PK,25.26,63.47,76.59,23,0,9.73,clear sky
500,Cuenca,EC,-2.88,-78.98,51.8,71,61,3.36,broken clouds
501,Bilma,NE,18.69,12.92,65.93,34,0,11.52,clear sky
502,Kemi,FI,65.86,24.82,42.8,93,100,16.11,light rain
503,Ust-Ordynskiy,RU,52.8,104.75,28.4,74,0,2.24,clear sky
504,Dauriya,RU,49.93,116.87,21.56,75,10,17.74,clear sky
505,Ramgarh,IN,23.63,85.52,73.4,53,0,4.7,haze
506,Liverpool,GB,53.41,-2.98,62.6,72,70,24.16,moderate rain
507,Vorsma,RU,55.99,43.27,37.4,100,90,6.71,overcast clouds
508,Beringovskiy,RU,63.05,179.32,24.04,94,92,3.91,overcast clouds
509,Halvad,IN,23.02,71.18,82.49,27,0,8.84,clear sky
510,Barao De Melgaco,BR,-16.19,-55.97,84.2,48,0,5.82,clear sky
511,Methoni,GR,36.82,21.7,61.0,93,20,3.24,few clouds
512,Gat,IL,31.61,34.76,69.01,84,87,7.09,overcast clouds
513,Chiang Klang,TH,19.29,100.86,80.6,83,20,3.36,few clouds
514,Iracoubo,GF,5.48,-53.2,81.03,79,82,8.61,light rain
515,Port Lincoln,AU,-34.73,135.87,77.56,39,78,14.25,broken clouds
516,Vetralla,IT,42.31,12.08,53.01,91,23,1.01,few clouds
517,Jalu,LY,29.03,21.55,61.38,71,1,7.18,clear sky
518,Tautira,PF,-17.73,-149.15,82.4,69,20,8.05,few clouds
519,Teknaf,BD,20.86,92.31,83.66,73,100,7.72,moderate rain
520,Naryan-Mar,RU,67.67,53.09,31.89,98,94,9.04,overcast clouds
521,Morag,PL,53.92,19.93,48.0,92,77,4.0,broken clouds
522,Andenes,NO,69.31,16.12,50.0,71,100,24.16,overcast clouds
523,Katsuura,JP,35.13,140.3,69.8,82,75,13.87,broken clouds
524,Mitsamiouli,KM,-11.38,43.28,77.52,74,75,10.69,broken clouds
525,Rincon,US,32.3,-81.24,62.6,72,1,11.41,clear sky
526,Hanting,CN,36.77,119.21,62.65,29,0,9.93,clear sky
527,San Francisco Menendez,SV,13.84,-90.02,73.71,80,98,5.77,overcast clouds
528,Dickinson,US,29.46,-95.05,64.99,55,1,5.82,clear sky
529,Itatskiy,RU,56.07,89.04,33.73,94,100,12.03,overcast clouds
530,Poykovskiy,RU,61.23,73.33,28.4,100,75,11.18,broken clouds
531,Gonzalez,US,30.58,-87.29,62.6,59,1,14.99,clear sky
532,Port Hawkesbury,CA,45.62,-61.35,54.0,81,90,11.41,overcast clouds
533,Nha Trang,VN,12.25,109.18,87.8,62,40,18.34,scattered clouds
534,Mukhen,RU,48.1,136.1,41.16,66,34,8.37,scattered clouds
535,Chamonix-Mont-Blanc,FR,45.92,6.87,50.0,94,99,2.68,overcast clouds
536,Bonavista,CA,48.65,-53.11,39.2,73,16,9.17,few clouds
537,Nemuro,JP,43.32,145.57,59.0,82,75,14.99,light intensity shower rain
538,Berlevag,NO,70.86,29.09,41.0,80,0,31.09,clear sky
539,Gamba,GA,-2.65,10.0,75.87,92,100,3.53,overcast clouds
540,Tshane,BW,-24.02,21.87,70.21,59,13,13.58,few clouds
541,Gavle,SE,60.67,17.14,51.01,96,100,11.99,light rain
542,Alofi,NU,-19.06,-169.92,78.8,83,75,17.22,broken clouds
543,Ilhabela,BR,-23.78,-45.36,62.53,75,30,1.57,scattered clouds
544,Figeac,FR,44.75,1.92,54.0,87,0,4.7,clear sky
545,Auki,SB,-8.77,160.7,86.74,66,70,1.66,light rain
546,Seybaplaya,MX,19.65,-90.67,74.7,84,71,14.5,broken clouds
547,Valdivia,CL,-39.81,-73.25,50.0,93,41,3.36,scattered clouds
548,Yerbogachen,RU,61.28,108.01,13.75,88,78,12.62,broken clouds
549,Ereymentau,KZ,51.62,73.1,34.03,92,99,10.89,overcast clouds
550,Shache,CN,38.42,77.24,51.39,41,36,1.43,scattered clouds
551,Genhe,CN,50.78,121.52,12.18,86,100,10.92,overcast clouds
552,Saint-Augustin,CA,51.23,-58.65,38.35,86,100,13.87,overcast clouds
553,Iquitos,PE,-3.75,-73.25,72.16,92,41,1.48,scattered clouds
554,Sibolga,ID,1.74,98.78,77.05,85,98,3.91,moderate rain
555,Lyuban,BY,52.8,28.0,42.31,87,87,4.18,overcast clouds
556,Rundu,NA,-17.93,19.77,72.27,45,60,1.03,broken clouds
557,Bougouni,ML,11.42,-7.48,73.26,43,0,3.44,clear sky
558,Berbera,SO,10.44,45.01,79.09,64,2,6.89,clear sky
559,Katangi,IN,23.45,79.78,68.0,52,0,2.24,haze
560,Novikovo,RU,51.15,37.89,47.34,88,100,13.04,light rain
561,Tateyama,JP,34.98,139.87,73.4,69,40,14.99,scattered clouds
562,Saint-Pierre,RE,-21.34,55.48,73.4,53,90,6.93,overcast clouds
563,Hattiesburg,US,31.33,-89.29,55.4,58,1,6.93,clear sky
564,Richards Bay,ZA,-28.78,32.04,64.49,94,100,4.41,light rain
565,Boende,CD,-0.22,20.87,70.41,98,100,1.14,light rain
566,Henties Bay,NA,-22.12,14.28,54.0,93,100,2.26,overcast clouds
567,Fontem,CM,5.47,9.88,66.72,95,100,3.51,light rain
568,Fort Saint James,CA,54.43,-124.25,39.02,89,100,6.89,overcast clouds
569,Lamu,KE,-2.27,40.9,78.8,83,20,3.36,few clouds
570,Sabha,LY,27.04,14.43,58.15,64,0,10.2,clear sky
571,Swan River,CA,52.11,-101.27,42.8,56,77,13.87,broken clouds
572,Puerto Escondido,MX,15.85,-97.07,79.41,69,0,4.03,clear sky
573,Marsta,SE,59.62,17.85,51.01,93,75,20.8,broken clouds
574,Beidao,CN,34.57,105.89,41.0,65,29,3.0,scattered clouds
575,Havre-Saint-Pierre,CA,50.23,-63.6,41.0,93,100,9.17,light rain
576,Huaral,PE,-11.49,-77.21,62.6,82,90,12.75,overcast clouds
577,Arman,RU,59.7,150.17,32.63,92,100,9.15,overcast clouds
578,Tigil,RU,57.8,158.67,38.23,74,73,7.16,broken clouds
579,Rocha,UY,-34.48,-54.33,48.74,91,3,1.48,clear sky
580,Catuday,PH,16.29,119.81,82.08,74,99,11.99,overcast clouds
581,Tulun,RU,54.56,100.58,25.72,84,57,8.05,broken clouds
582,Sisimiut,GL,66.94,-53.67,26.89,89,97,8.57,light snow
583,Bud,US,39.45,-86.18,33.8,55,1,4.7,clear sky
584,Avallon,FR,47.48,3.9,59.38,88,100,10.94,overcast clouds
585,Eyl,SO,7.98,49.82,79.92,56,0,14.18,clear sky
586,Dubrajpur,IN,23.8,87.38,82.4,69,4,3.36,mist
587,Maniitsoq,GL,65.42,-52.9,23.2,94,88,9.17,overcast clouds
588,Kieta,PG,-6.22,155.63,85.66,61,3,3.18,light rain
589,Mokrous,RU,51.23,47.52,39.45,80,75,8.81,broken clouds
590,Grand-Lahou,CI,5.14,-5.02,77.31,89,71,6.69,broken clouds
591,Sangerhausen,DE,51.47,11.3,61.0,87,100,5.99,moderate rain
592,Bambanglipuro,ID,-7.95,110.28,85.3,65,58,9.71,light rain
593,Susehri,TR,40.16,38.09,49.12,70,98,1.43,overcast clouds
594,Nanning,CN,22.82,108.32,68.0,82,90,15.66,light rain
595,Neyshabur,IR,36.21,58.8,61.27,29,0,1.45,clear sky
596,Sibu,MY,2.3,111.82,84.2,79,40,5.82,scattered clouds
597,Trinidad,BO,-14.83,-64.9,72.73,43,100,3.38,overcast clouds
598,Verkhniye Tatyshly,RU,56.29,55.86,27.46,96,0,4.7,clear sky
599,Santiago Del Estero,AR,-27.8,-64.26,67.84,37,90,7.29,overcast clouds
600,Svetlogorsk,BY,52.63,29.73,42.6,86,99,6.4,overcast clouds
601,Diffa,NE,13.32,12.61,74.71,35,9,11.7,clear sky
602,Shenjiamen,CN,29.96,122.3,63.59,84,100,16.96,overcast clouds
603,Iaciara,BR,-14.1,-46.63,71.22,91,94,1.34,light rain
604,Siretel,RO,47.4,26.73,39.2,86,0,8.05,clear sky
605,Kirakira,SB,-10.45,161.92,80.26,81,99,6.42,moderate rain
606,Benavente,ES,42.0,-5.68,51.8,100,90,4.7,overcast clouds
607,Rio Gallegos,AR,-51.62,-69.22,46.4,81,0,5.82,clear sky
608,Riberalta,BO,-10.98,-66.1,73.56,57,63,1.32,broken clouds
609,Sovetskiy,RU,61.36,63.58,26.2,95,98,5.23,overcast clouds
610,Goroka,PG,-6.08,145.39,73.71,71,87,4.34,moderate rain
611,Sabang,ID,5.89,95.32,82.13,78,100,9.17,overcast clouds
612,Nzerekore,GN,7.76,-8.82,68.5,99,11,1.5,few clouds
613,Inhambane,MZ,-23.86,35.38,75.2,69,40,4.7,scattered clouds
614,Mantua,IT,45.17,10.78,53.01,96,93,1.01,overcast clouds
615,Pacific Grove,US,36.62,-121.92,55.4,100,90,3.36,mist
616,Stromness,GB,58.97,-3.3,48.2,81,47,20.8,light rain
617,Chicama,PE,-7.84,-79.15,61.79,82,80,5.44,broken clouds
618,Poum,NC,-20.23,164.02,78.64,74,63,10.56,light rain
619,Taoudenni,ML,22.68,-3.98,74.43,20,100,13.58,overcast clouds
620,Blagoyevo,RU,63.37,47.92,28.29,94,69,5.57,broken clouds
621,Tokur,RU,53.13,132.9,17.83,94,100,6.78,light snow
622,Turukhansk,RU,65.82,87.98,20.43,98,100,11.77,light snow
623,Chibuto,MZ,-24.69,33.53,68.83,82,19,2.82,few clouds
624,Yeppoon,AU,-23.13,150.73,89.6,38,40,6.93,scattered clouds
625,Rio Grande,BR,-32.03,-52.1,46.99,97,0,3.62,clear sky
626,Slave Lake,CA,55.28,-114.77,50.0,53,75,5.82,broken clouds
627,Jhabua,IN,22.77,74.6,80.49,23,0,8.7,clear sky
628,Helena,US,46.59,-112.04,42.01,64,1,3.36,clear sky
629,Alugan,PH,12.22,125.48,84.33,77,96,5.61,light rain
630,Nyurba,RU,63.28,118.33,6.8,86,85,10.07,overcast clouds
631,Alto Araguaia,BR,-17.31,-53.22,66.92,64,7,6.73,clear sky
632,Kachug,RU,53.96,105.88,19.83,78,2,3.65,clear sky
633,Gemena,CD,3.25,19.77,69.73,90,100,0.89,overcast clouds
634,Tura,IN,25.52,90.22,79.88,74,82,1.9,broken clouds
635,Nanakuli,US,21.39,-158.15,82.4,65,75,5.82,broken clouds
636,Washougal,US,45.58,-122.35,57.2,44,1,23.04,clear sky
637,Pemba,MZ,-12.97,40.52,75.2,88,75,4.7,broken clouds
638,Peace River,CA,56.25,-117.29,50.0,61,90,12.75,overcast clouds
639,Carlisle,US,40.2,-77.19,42.8,48,75,11.41,broken clouds
640,Huaidian,CN,33.43,115.03,71.06,22,39,10.2,scattered clouds
641,Omsukchan,RU,62.53,155.8,16.81,94,100,6.38,overcast clouds
642,Brae,GB,60.4,-1.35,50.0,81,45,31.09,scattered clouds
643,Channel-Port Aux Basques,CA,47.57,-59.14,46.44,81,100,20.38,overcast clouds
644,Druzhba,UA,52.04,33.95,45.3,89,95,8.08,overcast clouds
645,Ngunguru,NZ,-35.62,174.5,71.01,79,100,8.99,overcast clouds
646,Manadhoo,MV,5.77,73.38,82.85,69,24,7.16,few clouds
647,Rawson,AR,-43.3,-65.1,74.59,25,92,22.62,overcast clouds
648,Ende,ID,-8.84,121.66,89.78,52,100,2.95,overcast clouds
649,Colac,AU,-38.33,143.58,77.0,36,0,7.02,clear sky
650,San Jeronimo,PE,-11.95,-75.28,51.84,70,81,0.72,broken clouds
651,Martin,US,27.08,-80.42,78.01,88,1,2.48,clear sky
652,Eureka,US,40.8,-124.16,50.0,93,1,3.36,clear sky
653,Canutama,BR,-6.53,-64.38,75.87,89,75,1.43,broken clouds
654,Tahoua,NE,14.89,5.27,74.84,23,0,13.73,clear sky
655,Soligalich,RU,59.08,42.29,27.1,98,25,3.74,scattered clouds
656,Alenquer,BR,-1.94,-54.74,77.0,88,20,3.06,few clouds
657,Okitipupa,NG,6.5,4.78,73.85,98,100,2.06,overcast clouds
658,San Cristobal,VE,7.77,-72.22,66.43,93,99,1.95,light rain
659,Harper,LR,4.38,-7.72,77.02,89,21,5.97,few clouds
660,Anta,IN,25.15,76.3,77.14,18,0,2.19,clear sky
661,Olavarria,AR,-36.89,-60.32,51.3,86,55,5.66,broken clouds
662,Kitob,UZ,39.08,66.83,64.2,21,37,1.57,scattered clouds
663,Olenino,RU,56.21,33.49,37.45,94,100,7.25,overcast clouds
664,Malaut,IN,30.22,74.48,77.4,16,0,1.3,clear sky
665,Panjakent,TJ,39.5,67.61,51.8,25,84,4.7,broken clouds
666,Staryy Nadym,RU,65.61,72.68,23.45,96,78,13.33,broken clouds
667,Bordighera,IT,43.78,7.66,60.8,72,90,5.82,overcast clouds
668,Tiarei,PF,-17.53,-149.33,82.4,69,20,8.05,few clouds
669,Hayden,US,47.77,-116.79,39.99,67,1,9.17,clear sky
670,Honningsvag,NO,70.98,25.97,41.0,80,0,31.09,clear sky
671,Martinsville,US,36.69,-79.87,48.2,45,40,17.22,scattered clouds
672,San Luis,AR,-33.3,-66.34,66.43,31,2,12.5,clear sky
673,Husavik,IS,66.04,-17.34,39.2,48,20,12.75,few clouds
674,Houma,US,29.6,-90.72,60.01,67,1,8.05,clear sky
675,Bubaque,GW,11.28,-15.83,83.57,76,0,13.4,clear sky
676,Belize,BZ,17.25,-88.75,73.0,90,88,1.83,light rain
677,Esil,KZ,51.96,66.4,30.11,97,0,8.99,clear sky
678,Ucluelet,CA,48.93,-125.55,46.99,88,98,8.41,overcast clouds
679,Dali,CN,25.7,100.18,63.75,81,93,4.03,light rain
680,Uchiza,PE,-8.46,-76.46,71.53,78,95,1.1,overcast clouds
681,Cockburn Town,TC,21.46,-71.14,81.95,78,100,18.19,overcast clouds
682,Kampot,KH,10.62,104.18,89.6,58,20,8.05,few clouds
683,Zuwarah,LY,32.93,12.08,67.17,71,1,5.26,clear sky
684,Nueva Helvecia,UY,-34.3,-57.23,51.12,67,1,7.25,clear sky
685,Carmen,MX,18.63,-91.83,78.69,84,96,22.68,light rain
686,Cadereyta,MX,25.58,-99.98,69.01,55,0,1.48,clear sky
687,Paita,PE,-5.09,-81.11,61.38,90,93,7.54,overcast clouds
688,Tripoli,LY,32.88,13.19,67.48,62,0,4.09,clear sky
